,neg_word,pos_word,negative_affix,tokenizer,neg_bytes,neg_correct,pos_bytes,pos_correct,tokenizer_type
17218,ineloquently,"""eloquently""",in,bert-base-uncased,"['""', 'in', 'elo', 'quent', 'ly', '""']",Correct,"['""', 'elo', 'qu', 'ently', '""']",Incorrect,wordpiece
17219,ineloquently,"""eloquently""",in,google/electra-base-discriminator,"['""', 'in', 'elo', 'quent', 'ly', '""']",Correct,"['""', 'elo', 'qu', 'ently', '""']",Incorrect,wordpiece
17220,unemotionally,"""emotionally""",un,gpt2,"['""', 'un', 'em', 'otion', 'ally', '""']",Correct,"['""', 'em', 'otion', 'ally', '""']",Incorrect,byte_level_bpe
17221,unemotionally,"""emotionally""",un,p50k_base,"['""', 'un', 'em', 'otion', 'ally', '""']",Correct,"['""', 'em', 'otion', 'ally', '""']",Incorrect,byte_level_bpe
17222,unemotionally,"""emotionally""",un,cl100k_base,"['""', 'un', 'emotion', 'ally', '""']",Correct,"['""', 'emotion', 'ally', '""']",Incorrect,byte_level_bpe
17223,unemotionally,"""emotionally""",un,roberta-base,"['""', 'un', 'em', 'otion', 'ally', '""']",Correct,"['""', 'emotion', 'ally', '""']",Incorrect,byte_level_bpe
17224,unemotionally,"""emotionally""",un,xlnet-base-cased,"['""', 'une', 'motion', 'ally', '""']",Incorrect,"['""', 'emotion', 'ally', '""']",Incorrect,sentencepiece
17225,unemotionally,"""emotionally""",un,google/flan-t5-xxl,"['""', 'une', 'motion', 'ally', '""']",Incorrect,"['""', 'emotion', 'ally', '""']",Incorrect,sentencepiece
17226,unemotionally,"""emotionally""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'em', 'otion', 'ally', '""']",Correct,"['""', 'emotion', 'ally', '""']",Incorrect,sentencepiece
17227,unemotionally,"""emotionally""",un,albert-base-v2,"['""', 'une', 'motion', 'ally', '""']",Incorrect,"['""', 'emotion', 'ally', '""']",Incorrect,sentencepiece
17228,unemotionally,"""emotionally""",un,bert-base-uncased,"['""', 'une', 'mot', 'ional', 'ly', '""']",Incorrect,"['""', 'emotion', 'ally', '""']",Incorrect,wordpiece
17229,unemotionally,"""emotionally""",un,google/electra-base-discriminator,"['""', 'une', 'mot', 'ional', 'ly', '""']",Incorrect,"['""', 'emotion', 'ally', '""']",Incorrect,wordpiece
17230,discouragingly,"""encouragingly""",dis,gpt2,"['""', 'disc', 'our', 'aging', 'ly', '""']",Incorrect,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,byte_level_bpe
17231,discouragingly,"""encouragingly""",dis,p50k_base,"['""', 'disc', 'our', 'aging', 'ly', '""']",Incorrect,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,byte_level_bpe
17232,discouragingly,"""encouragingly""",dis,cl100k_base,"['""', 'disc', 'our', 'aging', 'ly', '""']",Incorrect,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,byte_level_bpe
17233,discouragingly,"""encouragingly""",dis,roberta-base,"['""', 'disc', 'our', 'aging', 'ly', '""']",Incorrect,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,byte_level_bpe
17234,discouragingly,"""encouragingly""",dis,xlnet-base-cased,"['""', 'dis', 'cour', 'aging', 'ly', '""']",Correct,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,sentencepiece
17235,discouragingly,"""encouragingly""",dis,google/flan-t5-xxl,"['""', 'disc', 'our', 'aging', 'ly', '""']",Incorrect,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,sentencepiece
17236,discouragingly,"""encouragingly""",dis,meta-llama/Llama-2-13b-chat-hf,"['""', 'dis', 'cou', 'rag', 'ingly', '""']",Correct,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,sentencepiece
17237,discouragingly,"""encouragingly""",dis,albert-base-v2,"['""', 'dis', 'cour', 'aging', 'ly', '""']",Correct,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,sentencepiece
17238,discouragingly,"""encouragingly""",dis,bert-base-uncased,"['""', 'disco', 'ura', 'gingly', '""']",Incorrect,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,wordpiece
17239,discouragingly,"""encouragingly""",dis,google/electra-base-discriminator,"['""', 'disco', 'ura', 'gingly', '""']",Incorrect,"['""', 'enc', 'our', 'aging', 'ly', '""']",Incorrect,wordpiece
17240,unenthusiastically,"""enthusiastically""",un,gpt2,"['""', 'un', 'ent', 'hus', 'i', 'astically', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,byte_level_bpe
17241,unenthusiastically,"""enthusiastically""",un,p50k_base,"['""', 'un', 'ent', 'hus', 'i', 'astically', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,byte_level_bpe
17242,unenthusiastically,"""enthusiastically""",un,cl100k_base,"['""', 'un', 'ent', 'hus', 'i', 'astically', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,byte_level_bpe
17243,unenthusiastically,"""enthusiastically""",un,roberta-base,"['""', 'un', 'ent', 'hus', 'i', 'astically', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,byte_level_bpe
17244,unenthusiastically,"""enthusiastically""",un,xlnet-base-cased,"['""', 'un', 'enthusiastically', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,sentencepiece
17245,unenthusiastically,"""enthusiastically""",un,google/flan-t5-xxl,"['""', 'un', 'ent', 'hus', 'i', 'astic', 'ally', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,sentencepiece
17246,unenthusiastically,"""enthusiastically""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'enth', 'us', 'iast', 'ically', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,sentencepiece
17247,unenthusiastically,"""enthusiastically""",un,albert-base-v2,"['""', 'un', 'enthusiastically', '""']",Correct,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,sentencepiece
17248,unenthusiastically,"""enthusiastically""",un,bert-base-uncased,"['""', 'une', 'nt', 'hus', 'ias', 'tically', '""']",Incorrect,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,wordpiece
17249,unenthusiastically,"""enthusiastically""",un,google/electra-base-discriminator,"['""', 'une', 'nt', 'hus', 'ias', 'tically', '""']",Incorrect,"['""', 'ent', 'hus', 'i', 'astically', '""']",Incorrect,wordpiece
17250,unequally,"""equally""",un,gpt2,"['""', 'une', 'qu', 'ally', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,byte_level_bpe
17251,unequally,"""equally""",un,p50k_base,"['""', 'une', 'qu', 'ally', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,byte_level_bpe
17252,unequally,"""equally""",un,cl100k_base,"['""', 'une', 'qu', 'ally', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,byte_level_bpe
17253,unequally,"""equally""",un,roberta-base,"['""', 'une', 'qu', 'ally', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,byte_level_bpe
17254,unequally,"""equally""",un,xlnet-base-cased,"['""', 'une', 'qual', 'ly', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,sentencepiece
17255,unequally,"""equally""",un,google/flan-t5-xxl,"['""', 'une', 'qual', 'ly', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,sentencepiece
17256,unequally,"""equally""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'une', 'qu', 'ally', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,sentencepiece
17257,unequally,"""equally""",un,albert-base-v2,"['""', 'une', 'qual', 'ly', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,sentencepiece
17258,unequally,"""equally""",un,bert-base-uncased,"['""', 'une', 'qual', 'ly', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,wordpiece
17259,unequally,"""equally""",un,google/electra-base-discriminator,"['""', 'une', 'qual', 'ly', '""']",Incorrect,"['""', 'equ', 'ally', '""']",Incorrect,wordpiece
17260,inequitably,"""equitably""",in,gpt2,"['""', 'ine', 'qu', 'itably', '""']",Incorrect,"['""', 'equ', 'itably', '""']",Incorrect,byte_level_bpe
17261,inequitably,"""equitably""",in,p50k_base,"['""', 'ine', 'qu', 'itably', '""']",Incorrect,"['""', 'equ', 'itably', '""']",Incorrect,byte_level_bpe
17262,inequitably,"""equitably""",in,cl100k_base,"['""', 'ine', 'quit', 'ably', '""']",Incorrect,"['""', 'equ', 'itably', '""']",Incorrect,byte_level_bpe
17263,inequitably,"""equitably""",in,roberta-base,"['""', 'ine', 'qu', 'itably', '""']",Incorrect,"['""', 'equ', 'itably', '""']",Incorrect,byte_level_bpe
17264,inequitably,"""equitably""",in,xlnet-base-cased,"['""', 'in', 'equi', 't', 'ably', '""']",Correct,"['""', 'equ', 'itably', '""']",Incorrect,sentencepiece
17265,inequitably,"""equitably""",in,google/flan-t5-xxl,"['""', 'ine', 'quit', 'ably', '""']",Incorrect,"['""', 'equ', 'itably', '""']",Incorrect,sentencepiece
17266,inequitably,"""equitably""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'ine', 'quit', 'ably', '""']",Incorrect,"['""', 'equ', 'itably', '""']",Incorrect,sentencepiece
17267,inequitably,"""equitably""",in,albert-base-v2,"['""', 'in', 'equi', 't', 'ably', '""']",Correct,"['""', 'equ', 'itably', '""']",Incorrect,sentencepiece
17268,inequitably,"""equitably""",in,bert-base-uncased,"['""', 'in', 'e', 'qui', 'ta', 'bly', '""']",Correct,"['""', 'equ', 'itably', '""']",Incorrect,wordpiece
17269,inequitably,"""equitably""",in,google/electra-base-discriminator,"['""', 'in', 'e', 'qui', 'ta', 'bly', '""']",Correct,"['""', 'equ', 'itably', '""']",Incorrect,wordpiece
17270,unethically,"""ethically""",un,gpt2,"['""', 'un', 'eth', 'ically', '""']",Correct,"['""', 'eth', 'ically', '""']",Incorrect,byte_level_bpe
17271,unethically,"""ethically""",un,p50k_base,"['""', 'un', 'eth', 'ically', '""']",Correct,"['""', 'eth', 'ically', '""']",Incorrect,byte_level_bpe
17272,unethically,"""ethically""",un,cl100k_base,"['""', 'un', 'eth', 'ically', '""']",Correct,"['""', 'eth', 'ically', '""']",Incorrect,byte_level_bpe
17273,unethically,"""ethically""",un,roberta-base,"['""', 'un', 'eth', 'ically', '""']",Correct,"['""', 'eth', 'ically', '""']",Incorrect,byte_level_bpe
17274,unethically,"""ethically""",un,xlnet-base-cased,"['""', 'une', 'th', 'ically', '""']",Incorrect,"['""', 'eth', 'ically', '""']",Incorrect,sentencepiece
17275,unethically,"""ethically""",un,google/flan-t5-xxl,"['""', 'une', 'th', 'ically', '""']",Incorrect,"['""', 'eth', 'ically', '""']",Incorrect,sentencepiece
17276,unethically,"""ethically""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'eth', 'ically', '""']",Correct,"['""', 'eth', 'ically', '""']",Incorrect,sentencepiece
17277,unethically,"""ethically""",un,albert-base-v2,"['""', 'une', 'th', 'ically', '""']",Incorrect,"['""', 'eth', 'ically', '""']",Incorrect,sentencepiece
17278,unethically,"""ethically""",un,bert-base-uncased,"['""', 'une', 'thic', 'ally', '""']",Incorrect,"['""', 'eth', 'ically', '""']",Incorrect,wordpiece
17279,unethically,"""ethically""",un,google/electra-base-discriminator,"['""', 'une', 'thic', 'ally', '""']",Incorrect,"['""', 'eth', 'ically', '""']",Incorrect,wordpiece
17280,unevenly,"""evenly""",un,gpt2,"['""', 'une', 'ven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,byte_level_bpe
17281,unevenly,"""evenly""",un,p50k_base,"['""', 'une', 'ven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,byte_level_bpe
17282,unevenly,"""evenly""",un,cl100k_base,"['""', 'une', 'ven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,byte_level_bpe
17283,unevenly,"""evenly""",un,roberta-base,"['""', 'une', 'ven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,byte_level_bpe
17284,unevenly,"""evenly""",un,xlnet-base-cased,"['""', 'un', 'even', 'ly', '""']",Correct,"['""', 'even', 'ly', '""']",Incorrect,sentencepiece
17285,unevenly,"""evenly""",un,google/flan-t5-xxl,"['""', 'une', 'ven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,sentencepiece
17286,unevenly,"""evenly""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'une', 'ven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,sentencepiece
17287,unevenly,"""evenly""",un,albert-base-v2,"['""', 'un', 'even', 'ly', '""']",Correct,"['""', 'even', 'ly', '""']",Incorrect,sentencepiece
17288,unevenly,"""evenly""",un,bert-base-uncased,"['""', 'uneven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,wordpiece
17289,unevenly,"""evenly""",un,google/electra-base-discriminator,"['""', 'uneven', 'ly', '""']",Incorrect,"['""', 'even', 'ly', '""']",Incorrect,wordpiece
17290,inexactly,"""exactly""",in,gpt2,"['""', 'ine', 'x', 'actly', '""']",Incorrect,"['""', 'ex', 'actly', '""']",Incorrect,byte_level_bpe
17291,inexactly,"""exactly""",in,p50k_base,"['""', 'ine', 'x', 'actly', '""']",Incorrect,"['""', 'ex', 'actly', '""']",Incorrect,byte_level_bpe
17292,inexactly,"""exactly""",in,cl100k_base,"['""in', 'ex', 'actly', '""']",Incorrect,"['""', 'ex', 'actly', '""']",Incorrect,byte_level_bpe
17293,inexactly,"""exactly""",in,roberta-base,"['""', 'ine', 'x', 'actly', '""']",Incorrect,"['""', 'ex', 'actly', '""']",Incorrect,byte_level_bpe
17294,inexactly,"""exactly""",in,xlnet-base-cased,"['""', 'in', 'ex', 'act', 'ly', '""']",Correct,"['""', 'ex', 'actly', '""']",Incorrect,sentencepiece
17295,inexactly,"""exactly""",in,google/flan-t5-xxl,"['""', 'in', 'ex', 'act', 'ly', '""']",Correct,"['""', 'ex', 'actly', '""']",Incorrect,sentencepiece
17296,inexactly,"""exactly""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'ine', 'x', 'actly', '""']",Incorrect,"['""', 'ex', 'actly', '""']",Incorrect,sentencepiece
17297,inexactly,"""exactly""",in,albert-base-v2,"['""', 'in', 'exactly', '""']",Correct,"['""', 'ex', 'actly', '""']",Incorrect,sentencepiece
17298,inexactly,"""exactly""",in,bert-base-uncased,"['""', 'in', 'ex', 'act', 'ly', '""']",Correct,"['""', 'ex', 'actly', '""']",Incorrect,wordpiece
17299,inexactly,"""exactly""",in,google/electra-base-discriminator,"['""', 'in', 'ex', 'act', 'ly', '""']",Correct,"['""', 'ex', 'actly', '""']",Incorrect,wordpiece
17300,unexcitingly,"""excitingly""",un,gpt2,"['""', 'un', 'exc', 'iting', 'ly', '""']",Correct,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,byte_level_bpe
17301,unexcitingly,"""excitingly""",un,p50k_base,"['""', 'un', 'exc', 'iting', 'ly', '""']",Correct,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,byte_level_bpe
17302,unexcitingly,"""excitingly""",un,cl100k_base,"['""', 'un', 'exc', 'iting', 'ly', '""']",Correct,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,byte_level_bpe
17303,unexcitingly,"""excitingly""",un,roberta-base,"['""', 'un', 'exc', 'iting', 'ly', '""']",Correct,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,byte_level_bpe
17304,unexcitingly,"""excitingly""",un,xlnet-base-cased,"['""', 'un', 'ex', 'cit', 'ingly', '""']",Correct,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,sentencepiece
17305,unexcitingly,"""excitingly""",un,google/flan-t5-xxl,"['""', 'une', 'x', 'citing', 'ly', '""']",Incorrect,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,sentencepiece
17306,unexcitingly,"""excitingly""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'ex', 'c', 'iting', 'ly', '""']",Correct,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,sentencepiece
17307,unexcitingly,"""excitingly""",un,albert-base-v2,"['""', 'un', 'ex', 'ci', 'ting', 'ly', '""']",Correct,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,sentencepiece
17308,unexcitingly,"""excitingly""",un,bert-base-uncased,"['""', 'une', 'x', 'cit', 'ingly', '""']",Incorrect,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,wordpiece
17309,unexcitingly,"""excitingly""",un,google/electra-base-discriminator,"['""', 'une', 'x', 'cit', 'ingly', '""']",Incorrect,"['""', 'exc', 'iting', 'ly', '""']",Incorrect,wordpiece
17310,inexcusably,"""excusably""",in,gpt2,"['""', 'ine', 'x', 'cus', 'ably', '""']",Incorrect,"['""', 'ex', 'cus', 'ably', '""']",Incorrect,byte_level_bpe
17311,inexcusably,"""excusably""",in,p50k_base,"['""', 'ine', 'x', 'cus', 'ably', '""']",Incorrect,"['""', 'ex', 'cus', 'ably', '""']",Incorrect,byte_level_bpe
17312,inexcusably,"""excusably""",in,cl100k_base,"['""in', 'exc', 'us', 'ably', '""']",Incorrect,"['""', 'exc', 'us', 'ably', '""']",Incorrect,byte_level_bpe
17313,inexcusably,"""excusably""",in,roberta-base,"['""', 'ine', 'x', 'cus', 'ably', '""']",Incorrect,"['""', 'exc', 'us', 'ably', '""']",Incorrect,byte_level_bpe
17314,inexcusably,"""excusably""",in,xlnet-base-cased,"['""', 'in', 'ex', 'cus', 'ably', '""']",Correct,"['""', 'exc', 'us', 'ably', '""']",Incorrect,sentencepiece
17315,inexcusably,"""excusably""",in,google/flan-t5-xxl,"['""', 'in', 'ex', 'cu', 's', 'ably', '""']",Correct,"['""', 'exc', 'us', 'ably', '""']",Incorrect,sentencepiece
17316,inexcusably,"""excusably""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'ine', 'x', 'cus', 'ably', '""']",Incorrect,"['""', 'exc', 'us', 'ably', '""']",Incorrect,sentencepiece
17317,inexcusably,"""excusably""",in,albert-base-v2,"['""', 'in', 'ex', 'cus', 'ably', '""']",Correct,"['""', 'exc', 'us', 'ably', '""']",Incorrect,sentencepiece
17318,inexcusably,"""excusably""",in,bert-base-uncased,"['""', 'in', 'ex', 'cus', 'ably', '""']",Correct,"['""', 'exc', 'us', 'ably', '""']",Incorrect,wordpiece
17319,inexcusably,"""excusably""",in,google/electra-base-discriminator,"['""', 'in', 'ex', 'cus', 'ably', '""']",Correct,"['""', 'exc', 'us', 'ably', '""']",Incorrect,wordpiece
17320,inexpediently,"""expediently""",in,gpt2,"['""', 'ine', 'x', 'ped', 'ient', 'ly', '""']",Incorrect,"['""', 'ex', 'ped', 'ient', 'ly', '""']",Incorrect,byte_level_bpe
17321,inexpediently,"""expediently""",in,p50k_base,"['""', 'ine', 'x', 'ped', 'ient', 'ly', '""']",Incorrect,"['""', 'ex', 'ped', 'ient', 'ly', '""']",Incorrect,byte_level_bpe
17322,inexpediently,"""expediently""",in,cl100k_base,"['""in', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,byte_level_bpe
17323,inexpediently,"""expediently""",in,roberta-base,"['""', 'ine', 'x', 'ped', 'ient', 'ly', '""']",Incorrect,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,byte_level_bpe
17324,inexpediently,"""expediently""",in,xlnet-base-cased,"['""', 'in', 'exp', 'ed', 'ient', 'ly', '""']",Correct,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,sentencepiece
17325,inexpediently,"""expediently""",in,google/flan-t5-xxl,"['""', 'in', 'ex', 'ped', 'ient', 'ly', '""']",Correct,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,sentencepiece
17326,inexpediently,"""expediently""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'ine', 'x', 'ped', 'ient', 'ly', '""']",Incorrect,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,sentencepiece
17327,inexpediently,"""expediently""",in,albert-base-v2,"['""', 'in', 'exp', 'ed', 'i', 'ent', 'ly', '""']",Correct,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,sentencepiece
17328,inexpediently,"""expediently""",in,bert-base-uncased,"['""', 'in', 'ex', 'ped', 'ient', 'ly', '""']",Correct,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,wordpiece
17329,inexpediently,"""expediently""",in,google/electra-base-discriminator,"['""', 'in', 'ex', 'ped', 'ient', 'ly', '""']",Correct,"['""', 'exp', 'ed', 'ient', 'ly', '""']",Incorrect,wordpiece
17330,inexpressively,"""expressively""",in,gpt2,"['""', 'ine', 'x', 'press', 'ively', '""']",Incorrect,"['""', 'express', 'ively', '""']",Incorrect,byte_level_bpe
17331,inexpressively,"""expressively""",in,p50k_base,"['""', 'ine', 'x', 'press', 'ively', '""']",Incorrect,"['""', 'express', 'ively', '""']",Incorrect,byte_level_bpe
17332,inexpressively,"""expressively""",in,cl100k_base,"['""in', 'express', 'ively', '""']",Incorrect,"['""', 'express', 'ively', '""']",Incorrect,byte_level_bpe
17333,inexpressively,"""expressively""",in,roberta-base,"['""', 'ine', 'x', 'press', 'ively', '""']",Incorrect,"['""', 'express', 'ively', '""']",Incorrect,byte_level_bpe
17334,inexpressively,"""expressively""",in,xlnet-base-cased,"['""', 'in', 'express', 'ively', '""']",Correct,"['""', 'express', 'ively', '""']",Incorrect,sentencepiece
17335,inexpressively,"""expressively""",in,google/flan-t5-xxl,"['""', 'in', 'ex', 'pressive', 'ly', '""']",Correct,"['""', 'express', 'ively', '""']",Incorrect,sentencepiece
17336,inexpressively,"""expressively""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'ine', 'x', 'press', 'ively', '""']",Incorrect,"['""', 'express', 'ively', '""']",Incorrect,sentencepiece
17337,inexpressively,"""expressively""",in,albert-base-v2,"['""', 'in', 'express', 'ive', 'ly', '""']",Correct,"['""', 'express', 'ively', '""']",Incorrect,sentencepiece
17338,inexpressively,"""expressively""",in,bert-base-uncased,"['""', 'in', 'ex', 'pressive', 'ly', '""']",Correct,"['""', 'express', 'ively', '""']",Incorrect,wordpiece
17339,inexpressively,"""expressively""",in,google/electra-base-discriminator,"['""', 'in', 'ex', 'pressive', 'ly', '""']",Correct,"['""', 'express', 'ively', '""']",Incorrect,wordpiece
17340,unfairly,"""fairly""",un,gpt2,"['""', 'un', 'fair', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,byte_level_bpe
17341,unfairly,"""fairly""",un,p50k_base,"['""', 'un', 'fair', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,byte_level_bpe
17342,unfairly,"""fairly""",un,cl100k_base,"['""', 'un', 'fair', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,byte_level_bpe
17343,unfairly,"""fairly""",un,roberta-base,"['""', 'un', 'fair', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,byte_level_bpe
17344,unfairly,"""fairly""",un,xlnet-base-cased,"['""', 'un', 'fair', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,sentencepiece
17345,unfairly,"""fairly""",un,google/flan-t5-xxl,"['""', 'un', 'fair', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,sentencepiece
17346,unfairly,"""fairly""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'f', 'air', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,sentencepiece
17347,unfairly,"""fairly""",un,albert-base-v2,"['""', 'un', 'fair', 'ly', '""']",Correct,"['""', 'fair', 'ly', '""']",Incorrect,sentencepiece
17348,unfairly,"""fairly""",un,bert-base-uncased,"['""', 'unfair', 'ly', '""']",Incorrect,"['""', 'fair', 'ly', '""']",Incorrect,wordpiece
17349,unfairly,"""fairly""",un,google/electra-base-discriminator,"['""', 'unfair', 'ly', '""']",Incorrect,"['""', 'fair', 'ly', '""']",Incorrect,wordpiece
17350,unfaithfully,"""faithfully""",un,gpt2,"['""', 'un', 'faith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,byte_level_bpe
17351,unfaithfully,"""faithfully""",un,p50k_base,"['""', 'un', 'faith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,byte_level_bpe
17352,unfaithfully,"""faithfully""",un,cl100k_base,"['""', 'un', 'faith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,byte_level_bpe
17353,unfaithfully,"""faithfully""",un,roberta-base,"['""', 'un', 'faith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,byte_level_bpe
17354,unfaithfully,"""faithfully""",un,xlnet-base-cased,"['""', 'un', 'faith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,sentencepiece
17355,unfaithfully,"""faithfully""",un,google/flan-t5-xxl,"['""', 'un', 'fait', 'h', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,sentencepiece
17356,unfaithfully,"""faithfully""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'fa', 'ith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,sentencepiece
17357,unfaithfully,"""faithfully""",un,albert-base-v2,"['""', 'un', 'faith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,sentencepiece
17358,unfaithfully,"""faithfully""",un,bert-base-uncased,"['""', 'un', 'fa', 'ith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,wordpiece
17359,unfaithfully,"""faithfully""",un,google/electra-base-discriminator,"['""', 'un', 'fa', 'ith', 'fully', '""']",Correct,"['""', 'faith', 'fully', '""']",Incorrect,wordpiece
17360,unfashionably,"""fashionably""",un,gpt2,"['""', 'un', 'fashion', 'ably', '""']",Correct,"['""', 'fashion', 'ably', '""']",Incorrect,byte_level_bpe
17361,unfashionably,"""fashionably""",un,p50k_base,"['""', 'un', 'fashion', 'ably', '""']",Correct,"['""', 'fashion', 'ably', '""']",Incorrect,byte_level_bpe
17362,unfashionably,"""fashionably""",un,cl100k_base,"['""', 'un', 'f', 'ashion', 'ably', '""']",Correct,"['""f', 'ashion', 'ably', '""']",Incorrect,byte_level_bpe
17363,unfashionably,"""fashionably""",un,roberta-base,"['""', 'un', 'fashion', 'ably', '""']",Correct,"['""f', 'ashion', 'ably', '""']",Incorrect,byte_level_bpe
17364,unfashionably,"""fashionably""",un,xlnet-base-cased,"['""', 'un', 'fa', 'shi', 'on', 'ably', '""']",Correct,"['""f', 'ashion', 'ably', '""']",Incorrect,sentencepiece
17365,unfashionably,"""fashionably""",un,google/flan-t5-xxl,"['""', 'un', 'fashion', 'ably', '""']",Correct,"['""f', 'ashion', 'ably', '""']",Incorrect,sentencepiece
17366,unfashionably,"""fashionably""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'f', 'ashion', 'ably', '""']",Correct,"['""f', 'ashion', 'ably', '""']",Incorrect,sentencepiece
17367,unfashionably,"""fashionably""",un,albert-base-v2,"['""', 'un', 'fa', 'shi', 'on', 'ably', '""']",Correct,"['""f', 'ashion', 'ably', '""']",Incorrect,sentencepiece
17368,unfashionably,"""fashionably""",un,bert-base-uncased,"['""', 'un', 'fa', 'shi', 'ona', 'bly', '""']",Correct,"['""f', 'ashion', 'ably', '""']",Incorrect,wordpiece
