word,neg_score,pos_score,label,checked,thinh
moneyless,0,0,0,checked,
erect,0,0,2,unchecked,2
married,0,0,2,unchecked,2
compress,0,0,2,unchecked,2
direct,0.25,0,2,unchecked,2
complainingly,0,0,2,unchecked,0
sealed,0,0,2,unchecked,2
unstuff,0,0,2,checked,
tastelessness,0,0,0,checked,
unabridged,0,0,2,checked,
convergency,0,0,2,unchecked,2
comfortable,0.75,0,0,unchecked,1
excommunicate,0,0,2,checked,
inaccuracy,0.75,0.125,0,checked,
indehiscent,0,0,2,checked,
unpalatably,0,0,0,checked,
invalid,0.75,0,0,checked,
unrentable,0.375,0.25,2,checked,
gutsiness,0.375,0.375,2,unchecked,1
diverge,0,0,2,checked,
reportable,0,0.125,2,unchecked,2
incompressible,0.625,0,2,checked,
nonrigid,0,0.125,2,checked,
nondevelopment,0.25,0,0,checked,
distinguishable,0,0.625,1,unchecked,2
unenforced,0.5,0,2,checked,
immodest,0,0,0,checked,
intelligibility,0.25,0.5,2,unchecked,1
obtrusiveness,0.25,0.375,2,unchecked,0
uninteresting,0,0,0,checked,
admissible,0.625,0.25,0,unchecked,1
inexplicitness,0.625,0.25,2,checked,
good_fortune,0,0.25,2,unchecked,1
conveniently,0,0.125,2,unchecked,1
noncrucial,0.25,0.5,0,checked,
opposed,0,0,2,unchecked,0
intractable,0.75,0,0,checked,
integrated,0,0,2,unchecked,2
seasonable,0,0,2,unchecked,2
inadequate,0,0,0,checked,
defeasible,0,0.5,1,unchecked,2
dependably,0,0.25,2,unchecked,2
declassify,0,0,2,checked,
unretentive,0.125,0,0,checked,
arboreal,0,0,2,unchecked,2
inflexible,0.25,0.125,0,checked,
deglycerolize,0,0,2,checked,
permanence,0,0,2,unchecked,2
clockwise,0,0,2,unchecked,2
obstructed,0,0,2,unchecked,0
analphabetic,0,0,2,checked,
maturely,0,0.125,2,unchecked,1
uncorrected,0.75,0,0,checked,
comprehensibility,0.25,0.25,2,unchecked,2
unconscientious,0.75,0,0,checked,
rationally,0,0.125,2,unchecked,1
unreasonable,0.375,0.375,0,checked,
uncultivated,0,0,0,checked,
exactly,0,0.125,2,unchecked,2
assertive,0.25,0.625,1,unchecked,1
consecrated,0,0,2,unchecked,2
indispensable,0,0,1,checked,
dissuasive,0,0,0,checked,
antinode,0,0,2,checked,
inhospitable,0.125,0.125,0,checked,
unprovocative,0.25,0.375,2,checked,
outgoing,0,0,1,checked,
asymmetry,0.375,0,2,checked,
incongruousness,0.875,0.125,2,checked,
inclement,0,0,0,checked,
conformist,0,0.375,1,unchecked,2
uncombed,0,0,2,checked,
magnetic,0,0,2,unchecked,2
deservedly,0,0,2,unchecked,2
unfold,0,0,2,checked,
unostentatious,0.125,0,2,checked,
merciful,0,0,2,unchecked,1
unproductiveness,0.375,0.125,0,checked,
uninjured,0.5,0.375,1,checked,
evenness,0.375,0.25,2,unchecked,2
materialise,0,0,2,unchecked,2
temperate,0,0,2,unchecked,2
made,0,0,2,unchecked,2
stableness,0,0.5,1,unchecked,1
unvaried,0.25,0.125,2,checked,
indecisiveness,0,0,0,checked,
underexpose,0,0,2,checked,
underestimate,0.5,0,0,checked,
satiate,0,0,2,unchecked,2
illegitimately,0,0.25,0,checked,
concealed,0,0,2,unchecked,2
nonjudgmental,0.125,0,1,checked,
successfully,0,0.125,2,unchecked,1
ionate,0,0,2,unchecked,2
unexcitable,0.125,0.375,0,checked,
unfurnished,0,0,2,checked,
accordant,0,0,2,unchecked,2
immorality,0.75,0.25,0,checked,
modern,0.25,0,2,unchecked,1
de-ionate,0,0,2,checked,
inboard,0,0,2,unchecked,2
pointed,0,0,2,unchecked,2
incaution,0.125,0.375,0,checked,
meaty,0,0,2,unchecked,2
hearten,0,0,2,unchecked,1
worthiness,0,0.5,1,unchecked,1
unshuttered,0.75,0,2,checked,
uninhabited,0.5,0,2,checked,
unprophetic,0,0,2,checked,
liberality,0,0,2,unchecked,1
unexpected,0.375,0.125,2,checked,
brainwashed,0,0,2,unchecked,0
disunify,0,0,0,checked,
enable,0,0,2,unchecked,2
carefulness,0,0.375,1,unchecked,1
ventilated,0,0,2,unchecked,1
non-invertible,0.625,0,2,checked,
woody,0,0,2,unchecked,2
reconcilable,0,0.625,1,unchecked,1
reverence,0,0.5,1,unchecked,1
hypotonic,0,0,2,checked,
efficiently,0,0.25,2,unchecked,1
stuff,0,0,2,unchecked,2
improper,0,0,0,checked,
unpaved,0.75,0,2,checked,
unsuitableness,0.25,0.5,0,checked,
solvency,0,0,2,unchecked,1
gnostic,0,0,2,unchecked,2
stabilize,0,0,2,unchecked,1
ambiguously,0,0.375,1,unchecked,2
inopportuneness,0.25,0.375,0,checked,
unsolved,0.125,0.125,2,checked,
unscheduled,0.625,0,2,checked,
unsympathetic,0.875,0,0,checked,
fasten,0,0,2,unchecked,2
indulgent,0,0,2,unchecked,2
unbound,0,0,2,checked,
knowable,0,0.625,1,unchecked,2
imprudent,0,0,0,checked,
criminalization,0,0,2,unchecked,0
irreversibility,0.25,0.375,2,checked,
constitutional,0,0.75,1,unchecked,2
numerate,0,0,2,unchecked,2
subjacent,0,0,2,checked,
lossless,0,0,2,checked,
securely,0,0.125,2,unchecked,1
impure,0,0,0,checked,
indirectness,0.25,0,2,checked,
unpackaged,0.5,0.125,2,checked,
ambitiously,0,0.375,1,unchecked,1
operable,0,0.5,1,unchecked,1
inconvenience,0.875,0,0,checked,
unassisted,0.25,0,2,checked,
persuasiveness,0,0,2,unchecked,1
unquiet,0.75,0,0,checked,
unencumbered,0.375,0.5,1,checked,
undimmed,0.75,0,2,checked,
popular,0,0.125,2,unchecked,1
armed,0,0,2,unchecked,2
actinal,0,0,2,unchecked,2
discourtesy,1,0,0,checked,
odourise,0,0,2,unchecked,2
blemished,0,0,2,unchecked,2
ungeared,0.625,0,2,checked,
veiled,0,0,2,unchecked,2
toned,0,0,2,unchecked,2
disposable,0,0.5,1,unchecked,2
unerect,0.625,0,2,checked,
unopposed,0.75,0,2,checked,
like,0,0,2,unchecked,1
unsoundness,0.25,0,0,checked,
nationalise,0,0,2,unchecked,2
nonprehensile,0,0,2,checked,
implausibility,0.5,0.375,2,checked,
surprising,0,0,2,unchecked,2
productiveness,0.25,0.375,2,unchecked,1
deductive,0,0,2,checked,
adoptable,0,0.75,1,unchecked,1
disjunct,0,0,2,checked,
diluted,0,0,2,unchecked,2
bound,0,0,2,unchecked,2
overact,0,0,2,unchecked,0
disapproval,0.375,0.125,0,checked,
humane,0,0,2,unchecked,1
uninterestingly,0,0.375,0,checked,
desegregate,0,0,2,checked,
unprepared,0.5,0.125,0,checked,
reliableness,0,0.625,1,unchecked,1
punctureless,0,0,2,checked,
disreputable,0.25,0.375,0,checked,
color,0,0,2,unchecked,2
unsatisfactory,0,0,0,checked,
uncrossed,0.125,0,2,checked,
unenthusiastic,0.5,0.25,0,checked,
imperishable,0.375,0,1,checked,
irreligious,0.5,0.125,2,checked,
biodegradable_pollution,0.5,0.25,2,unchecked,2
happiness,0,1,1,unchecked,1
intelligible,0,0.25,2,unchecked,1
practicableness,0.25,0.375,2,unchecked,1
insentient,0,0,2,checked,
acarpelous,0,0,2,checked,
representational,0,0,2,unchecked,1
unweave,0,0,2,checked,
lawful,0,0.125,2,unchecked,1
approachable,0,0.625,1,unchecked,1
grammatically,0,0,2,unchecked,1
permissibility,0,0,2,unchecked,2
box,0,0,2,unchecked,2
unmuzzle,0,0,2,checked,
hypotensive,0.5,0,2,checked,
maladroit,0,0,0,checked,
bimodal,0,0,2,unchecked,2
hypotonicity,0,0,2,checked,
uncertified,0.25,0,0,checked,
incomprehensible,0.5,0.125,0,checked,
effortless,0,0,1,checked,
asynchronous,0,0,2,checked,
unconsciousness,0.25,0,0,checked,
melodious,0,0.5,1,unchecked,1
illiterate,0.5,0,0,checked,
usualness,0.75,0.125,0,unchecked,1
unprejudiced,0,0.5,1,checked,
effectually,0,0.25,2,unchecked,1
superior,0,0.625,1,unchecked,1
unenlightening,0,0,0,checked,
roofless,0,0,2,checked,
mature,0,0,2,unchecked,1
probable,0.75,0,0,unchecked,1
livable,0,0.625,1,unchecked,1
instructive,0,0,2,unchecked,2
off-site,0,0,2,unchecked,0
infelicitously,0,0.25,0,checked,
perviousness,0,0,2,unchecked,2
insignificantly,0,0.125,0,checked,
angry,0.375,0.375,2,unchecked,0
pack,0.25,0,2,unchecked,2
unreliability,0.625,0.25,0,checked,
conductive,0,0,2,unchecked,2
plausible,0,0.5,1,unchecked,1
avirulent,0,0,2,checked,
mated,0,0,2,unchecked,2
exculpatory,0,0,2,unchecked,2
moneyed,0,0,2,unchecked,2
unportable,0.375,0.125,2,checked,
providence,0,0,2,unchecked,2
noticeable,0,0.625,1,unchecked,2
jawless,0,0,2,checked,
inalienable,0.375,0.125,2,checked,
disrespectfully,0,0.125,0,checked,
unpleasantly,0.25,0,0,checked,
untwist,0,0,2,checked,
inflate,0,0,2,unchecked,2
uneducated,0.75,0.25,0,checked,
distributed,0,0,2,checked,
presidential,0,0,2,unchecked,2
attention,0,0,2,unchecked,2
attractive,0,0.875,1,unchecked,1
subartesian,0.125,0,2,checked,
concern,0,0.25,2,unchecked,0
unfashionably,0,0.25,0,checked,
significance,0.25,0.5,2,unchecked,2
successful,0,0.625,1,unchecked,1
expected,0,0,2,unchecked,2
unconstitutionally,0,0.25,2,checked,
irreverence,0.375,0.25,0,checked,
castrated,0,0,2,unchecked,2
unseal,0,0,2,checked,
impenetrability,0.375,0.5,2,checked,
iodinate,0,0,2,unchecked,2
import,0,0,2,checked,
nonterritorial,0.125,0,2,checked,
planned,0,0,2,unchecked,2
unpropitiously,0,0.25,0,checked,
likelihood,0,0.25,2,unchecked,2
uninformative,0.25,0,0,checked,
demilitarize,0,0,2,checked,
insecurity,0.125,0,0,checked,
soluble,0,0.25,2,unchecked,2
flowerless,0,0,2,checked,
dependable,0,0.375,1,unchecked,1
indiscreetly,0.25,0,0,checked,
unbordered,0,0,2,checked,
barreled,0,0,2,unchecked,2
unsportingly,0,0.125,0,checked,
noncyclic,0.25,0.125,2,checked,
tonal,0,0.125,2,unchecked,2
impossibly,0.125,0,2,checked,
resistible,0,0.5,1,unchecked,2
unconnected,0.625,0,2,checked,
undescriptive,0.75,0.125,0,checked,
legitimacy,0.125,0.125,2,unchecked,2
immature,0,0,0,checked,
intestate,0,0,2,checked,
distrustfully,0,0,0,checked,
corruptibility,0.5,0.375,2,unchecked,0
stomatous,0,0,2,unchecked,2
unmodified,0.75,0,2,checked,
adhesive,0.5,0.25,2,unchecked,2
unjust,0.375,0.375,0,checked,
unclear,0.125,0.375,0,checked,
discriminate,0,0,2,unchecked,2
consistent,0,0,2,unchecked,2
wittingly,0,0.125,2,unchecked,2
unrigged,0,0,2,checked,
dislike,0,0,0,checked,
conscientious,0.375,0.25,2,unchecked,2
consistently,0,0.25,2,unchecked,2
hatted,0,0,2,unchecked,2
unmoving,0,0,2,checked,
nonarbitrable,0.625,0,2,checked,
trustworthiness,0,0.75,1,unchecked,1
caution,0,0.375,1,unchecked,2
unairworthy,0.5,0.25,0,checked,
sanely,0,0.375,1,unchecked,1
compassionate,0,0,2,unchecked,1
lawfulness,0.25,0.375,2,unchecked,1
insubordination,0.125,0.125,0,checked,
controlled,0,0,2,unchecked,2
heedlessness,0,0,0,checked,
constipated,0,0,2,unchecked,0
echoic,0,0,2,unchecked,2
kindness,0.375,0.625,2,unchecked,1
particulate,0,0,2,unchecked,2
unlikelihood,0,0.125,2,checked,
unsized,0.625,0,2,checked,
breakable,0.5,0.25,2,unchecked,2
unworldly,0,0,2,checked,
meatless,0,0,2,checked,
enlist,0,0,2,unchecked,2
ingenuousness,0.375,0.625,2,unchecked,2
extended,0,0,2,unchecked,2
disequilibrium,0,0,0,checked,
nonadhesive,0.75,0,2,checked,
achromatic_color,0.125,0,2,checked,
nonrepresentative,0.625,0,0,checked,
unsavory,0,0,0,checked,
nonabsorbency,0,0,2,checked,
unplanned,0.375,0.125,2,checked,
unventilated,0.25,0,0,checked,
insecureness,0.125,0,0,checked,
disrespectful,0,0,0,checked,
unemotional,0.444,0.556,2,checked,
real,0,0,2,unchecked,2
grateful,0,0,2,unchecked,1
weedy,0,0,2,unchecked,2
nationalize,0,0,2,unchecked,2
nonsuppurative,0.25,0,2,checked,
cyclic,0,0,2,unchecked,2
unknowable,0.25,0.125,2,checked,
spherical,0,0,2,unchecked,2
discontent,0,0.125,0,checked,
removable,0,0.625,1,unchecked,2
applicability,0,0.25,2,unchecked,2
emotional_person,0,0.125,2,unchecked,2
unintelligibly,0,0.125,2,checked,
inclination,0,0.375,1,unchecked,2
licit,0,0,2,unchecked,1
unrecoverable,0.5,0,0,checked,
bordered,0,0,2,unchecked,2
include,0,0,2,unchecked,2
unsound,0,0,0,checked,
incommutable,0.5,0,2,checked,
inopportunely,0,0,0,checked,
unresponsiveness,0.5,0,0,checked,
irresponsibleness,0.375,0,0,checked,
judiciousness,0,0.875,1,unchecked,1
untruthfully,0,0.25,0,checked,
unstrain,0,0,1,checked,
topped,0,0,2,unchecked,2
regulated,0,0,2,unchecked,2
illiteracy,0.5,0.125,0,checked,
educated,0,0,2,unchecked,1
likeliness,0,0.25,2,unchecked,2
painlessly,0.375,0,1,checked,
upwards,0,0,2,unchecked,2
faceted,0,0,2,unchecked,2
spell,0,0,2,unchecked,2
grudgingly,0,0.25,2,unchecked,0
dress,0,0,2,unchecked,2
impermanence,0.25,0,2,checked,
mediate,0,0,2,unchecked,2
conventional,0.375,0.375,2,unchecked,2
imprudently,0,0.25,0,checked,
regretful,0,0,2,unchecked,0
incapability,0.25,0,0,checked,
boneless,0,0,2,checked,
unimpressionable,0.75,0,0,checked,
unsuitably,0.125,0.125,0,checked,
disincarnate,0,0,2,checked,
obey,0,0,2,unchecked,2
bequeath,0,0,2,unchecked,2
indicate,0,0,2,unchecked,2
incapacity,0,0.375,0,checked,
singular_matrix,0,0,2,unchecked,2
unpretentiousness,0.5,0.375,2,checked,
competent,0,0,2,unchecked,1
unlikely,0.625,0,0,checked,
decertify,0,0,0,checked,
unexcitingly,0,0.25,0,checked,
unwittingly,0.375,0,2,checked,
distinct,0,0,2,unchecked,2
timeliness,0,0,2,unchecked,1
discomposed,0,0,0,checked,
bearing,0,0,2,unchecked,2
unrestricted,0.625,0,2,checked,
detected,0,0,2,unchecked,2
unbolt,0,0,2,checked,
roofed,0,0,2,unchecked,2
exciting,0,0,2,unchecked,1
lipless,0,0,2,checked,
unwoven,0,0,2,checked,
unmusical,0.25,0,2,checked,
sectarian,0,0,2,unchecked,2
compartmented,0,0,2,unchecked,2
paid,0,0,2,unchecked,2
nonspatial,0.25,0,2,checked,
overstock,0,0,2,unchecked,2
strap,0,0,2,unchecked,2
dissuasion,0,0,0,checked,
categoreme,0,0.5,1,unchecked,2
painted,0,0,2,unchecked,2
irreplaceable,0.75,0,1,checked,
unnecessary,0.25,0.25,0,checked,
fruitlessness,0.375,0.125,0,checked,
loaded,0,0,2,unchecked,2
nonmechanical,0.25,0,2,checked,
recognizably,0,0,2,unchecked,2
pointless,0,0,0,checked,
insanely,0.25,0.5,2,checked,
monetization,0,0,2,unchecked,2
ethically,0,0,2,unchecked,1
unpatriotically,0,0.25,0,checked,
tramontane,0,0,2,checked,
tribalisation,0,0,2,unchecked,2
arrange,0,0,2,unchecked,2
immoderate,0,0,0,checked,
disarmament,0,0,2,checked,
equivocal,0.125,0.25,2,unchecked,2
gracefully,0,0.25,2,unchecked,1
unattractiveness,0.25,0,0,checked,
conformism,0,0,2,unchecked,2
satisfactory,0,0,2,unchecked,1
clasp,0,0,2,unchecked,2
sociable,0.125,0.625,1,unchecked,1
orad,0,0,2,unchecked,2
prehensile,0,0,2,unchecked,2
penetrable,0,0,2,unchecked,2
nonextensile,0,0,2,checked,
inexpensiveness,0.125,0.375,1,checked,
alike,0,0,2,unchecked,2
congruent,0,0,2,unchecked,1
unsecured_bond,0,0,2,checked,
motionlessness,0.375,0,2,checked,
ungrammatical,0.75,0,0,checked,
unfathomable,0.625,0,2,checked,
elate,0,0,2,unchecked,1
branchless,0,0,2,checked,
immigrate,0,0,2,checked,
functional,0,0.5,1,unchecked,1
restrict,0,0,2,unchecked,0
seedy,0,0,2,unchecked,2
willing,0,0.5,1,unchecked,1
carved,0,0,2,unchecked,2
unmerited,0.625,0.125,0,checked,
disadvantageously,0.625,0.125,0,checked,
nonconformism,0,0,2,checked,
thoughtless,0,0,0,checked,
disembarkation,0,0,2,checked,
unsupervised,0.5,0.125,2,checked,
unpolished,0.5,0,0,checked,
unrepeatable,0.5,0,2,checked,
nonprofessional,0.625,0,0,checked,
civilized,0,0,2,unchecked,1
bar,0,0,2,unchecked,2
reasonable,0,0.5,1,unchecked,1
unfasten,0,0,2,checked,
utopia,0,0,2,unchecked,2
illicitly,0,0.25,0,checked,
unseasonably,0.5,0,2,checked,
humanize,0,0,2,unchecked,2
unglazed,0.625,0,2,checked,
tolerant,0,0,2,unchecked,1
classify,0,0,2,unchecked,2
mismatched,0,0,0,checked,
infrequent,0,0,2,checked,
traveled,0,0,2,unchecked,2
alcoholic,0,0,2,unchecked,2
unceremoniousness,0.25,0.5,2,checked,
nonaddictive,0.5,0.25,1,checked,
destalinize,0,0,2,checked,
illicitness,0.75,0,0,checked,
tribalization,0,0,2,unchecked,2
de-iodinating,0,0,2,checked,
tempered,0,0,2,unchecked,2
informative,0,0.125,2,unchecked,1
unpretentiously,0,0.375,1,checked,
clip,0,0,2,unchecked,2
convertible,0,0.5,1,unchecked,2
unpretentious,0.375,0.25,1,checked,
dispose,0,0,2,unchecked,2
non-market_economy,0,0,2,checked,
edible,0,0.25,2,unchecked,2
assigned,0,0,2,unchecked,2
injectable,0,0.5,1,unchecked,2
underact,0,0,2,checked,
thoughtlessly,0,0.25,0,checked,
nonassociative,0.125,0,2,checked,
dissent,0,0,0,checked,
unacceptability,0.75,0.125,0,checked,
addressed,0,0,2,unchecked,2
imaginatively,0,0,2,unchecked,2
vertebrate,0,0,2,unchecked,2
moonlit,0,0,2,unchecked,2
uneager,0,0,0,checked,
varied,0,0,2,unchecked,2
hygienically,0,0.25,2,unchecked,1
wheelless,0,0,2,checked,
transitively,0,0.25,2,unchecked,2
righteous,0,0.875,1,unchecked,1
domestic,0,0,2,unchecked,2
impreciseness,0.5,0.375,0,checked,
arranged,0,0,2,unchecked,2
illegality,0.375,0,0,checked,
synchronize,0,0,2,unchecked,2
outlaw,0.25,0,0,checked,
unprecedented,0,0,2,checked,
nonreciprocal,0.125,0,2,checked,
unsensational,0.625,0.125,0,checked,
inexact,0,0,0,checked,
indecisively,0.125,0,2,checked,
virulent,0,0,2,unchecked,0
enfranchised,0,0,2,unchecked,1
insanity,0.375,0.25,0,checked,
aborad,0,0,2,checked,
denaturalize,0,0,2,checked,
unimaginatively,0,0.125,2,checked,
expectedness,0,0,2,unchecked,2
unmated,0,0,2,checked,
neurotic,0.5,0,0,unchecked,0
civility,0,0.375,1,unchecked,1
nonparticipation,0,0,2,checked,
undershoot,0,0,0,checked,
mortal,0,0,2,unchecked,2
feasibility,0.25,0.375,2,unchecked,2
unacceptably,0.375,0,0,checked,
pressurise,0,0,2,unchecked,2
permissive,0,0,2,unchecked,2
legibly,0,0.25,2,unchecked,1
carelessly,0.375,0,0,checked,
witting,0,0,2,unchecked,2
indecorously,0,0,0,checked,
undramatic,0.5,0.125,2,checked,
unscalable,0,0.625,0,checked,
hypertonicity,0,0,2,unchecked,2
disfluency,0,0,2,checked,
buttoned,0,0,2,unchecked,2
nonfunctional,0.75,0,0,checked,
fastened,0,0,2,unchecked,2
perfectly,0,0.5,1,unchecked,1
downgrade,0,0,0,checked,
security,0.125,0.5,1,unchecked,2
legibility,0,0.25,2,unchecked,2
unpowered,0.625,0,2,checked,
ill-advised,0.125,0,0,checked,
informed,0,0,2,unchecked,2
aboral,0,0,2,checked,
hypervolemia,0,0,2,unchecked,2
stressed,0,0,2,unchecked,2
scramble,0,0,2,unchecked,2
hospitality,0,0.25,2,unchecked,1
hypotonia,0,0,2,checked,
destructible,0.125,0.125,2,unchecked,2
undesirable,0.5,0.125,0,checked,
uncommonness,0,0.375,2,checked,
self-consciously,0,0.25,2,unchecked,2
unlucky,0.75,0.125,0,checked,
unoriginal,0.75,0,0,checked,
certain,0.5,0.125,0,unchecked,1
nontraditional,0.875,0,2,checked,
insured,0.375,0,0,unchecked,2
organise,0,0,2,unchecked,2
graciously,0,0.375,1,unchecked,1
directly,0,0,2,unchecked,2
unclasp,0,0,2,checked,
illegibly,0,0.25,0,checked,
ineffectively,0,0.25,0,checked,
inarticulately,0,0.125,2,checked,
irremediable,0.625,0,0,checked,
de-escalate,0,0,1,checked,
servile,0,0,2,unchecked,2
aunt,0,0,2,unchecked,2
born,0,0,2,unchecked,2
nonsingular_matrix,0,0,2,checked,
informal,0.25,0,2,checked,
volatile_storage,0,0,2,unchecked,2
unwebbed,0.125,0,2,checked,
branchy,0,0,2,unchecked,2
activeness,0,0,2,unchecked,2
salubrity,0.25,0.625,1,unchecked,2
unexpendable,0.75,0.25,1,checked,
atonality,0.25,0,2,checked,
unlisted,0.75,0,2,checked,
decolonize,0,0,2,checked,
dissatisfy,0,0,0,checked,
incompatibly,0,0,0,checked,
affixed,0,0,2,unchecked,2
unsociably,0,0.25,0,checked,
uncleanliness,0.5,0.125,0,checked,
mortality,0.25,0.25,2,unchecked,2
unstratified,0.75,0,2,checked,
placental,0,0,2,unchecked,2
paranormal,0,0,2,checked,
compatible,0,0.5,1,unchecked,1
coherent,0,0,2,unchecked,1
malted,0,0,2,unchecked,2
judiciously,0,0.25,2,unchecked,1
unconditional,0.125,0,2,checked,
oblige,0,0,2,unchecked,2
solvability,0,0,2,unchecked,2
loving,0,0,2,unchecked,1
unstressed,0.75,0,1,checked,
unholy,0,0,0,checked,
commutable,0,0,2,unchecked,2
unironed,0.25,0,2,checked,
uncreative,0.5,0,0,checked,
disassociation,0,0,2,checked,
unfavorable,0.75,0,0,checked,
unluckily,0.875,0,0,checked,
insubstantiality,0,0,2,checked,
communicativeness,0.125,0.25,2,unchecked,2
cismontane,0,0,2,unchecked,2
inefficiency,0.5,0,0,checked,
sensitiveness,0.25,0.125,2,unchecked,2
alignment,0,0,2,unchecked,2
centralise,0,0,2,unchecked,2
unstaple,0,0,2,checked,
dystopian,0.375,0.125,0,checked,
specialized,0,0,2,unchecked,2
anticholinergic,0,0,2,checked,
obedient,0,0,2,unchecked,2
differentiated,0,0,2,unchecked,2
comprehensive,0,0,2,unchecked,2
discomposure,0.75,0,0,checked,
changeableness,0.25,0.5,2,unchecked,2
unscholarly,0,0,0,checked,
unobtrusive,0.625,0,2,checked,
explosive,0.5,0.25,2,unchecked,2
justice,0.25,0.5,2,unchecked,1
unbelief,0,0,0,checked,
officially,0,0,2,unchecked,2
unidentifiable,0.5,0,2,checked,
illogicality,0.75,0.25,0,checked,
informally,0,0,2,checked,
digestibility,0,0,2,unchecked,2
unfashionable,0.75,0,0,checked,
unlaureled,0.625,0,2,checked,
secureness,0,0.125,2,unchecked,1
buckle,0,0,2,unchecked,2
signed,0,0,2,unchecked,2
unmotivated,0,0,0,checked,
unclassified,0.75,0,2,checked,
illegible,0,0,0,checked,
unanimated,0.5,0.375,0,checked,
adsorbent,0,0,2,unchecked,2
hyperkalemia,0.125,0,2,unchecked,2
nonintegrated,0,0,2,checked,
credulous,0,0.25,2,unchecked,2
dysgenics,0.25,0,0,checked,
curableness,0.125,0.375,2,unchecked,1
hypertensive,0.5,0,0,checked,
unassigned,0.25,0,2,checked,
unfilled,0.125,0,2,checked,
selfishly,0,0.25,2,unchecked,0
undatable,0.75,0,0,checked,
carpellate,0,0,2,unchecked,2
inpatient,0,0,2,unchecked,2
premeditated,0,0,2,unchecked,2
incautious,0.25,0.25,0,checked,
exclude,0,0,2,checked,
unsalable,0.5,0,0,checked,
converge,0,0,2,unchecked,2
social,0,0,2,unchecked,2
importance,0.125,0.75,1,unchecked,1
misconception,0.625,0.25,0,checked,
depressurise,0,0,2,checked,
impaired,0.625,0.125,0,unchecked,0
unattractive,0.25,0.5,0,checked,
roll_up,0,0,2,unchecked,2
sentience,0,0,2,unchecked,2
inexactly,0,0.125,2,checked,
mistrust,0,0.375,0,checked,
eugenics,0,0,2,unchecked,2
coiled,0,0,2,unchecked,2
uncensored,0.5,0,2,checked,
improbability,0.375,0.5,2,checked,
passionless,0,0,0,checked,
nonmigratory,0,0,2,checked,
troubled,0.875,0,0,unchecked,0
constructive,0,0,2,unchecked,1
perceptibility,0,0.25,2,unchecked,2
communicate,0,0,2,unchecked,2
immediacy,0,0,2,checked,
nonnative,0.625,0,2,checked,
corporeality,0.375,0,0,unchecked,2
hyperthermia,0,0,2,unchecked,2
uncarved,0.125,0,2,checked,
worker,0,0,2,unchecked,2
disinclined,0,0,0,checked,
packaged,0,0,2,unchecked,2
unsuccessful,0.5,0,0,checked,
inductive,0.125,0.25,2,unchecked,2
unfastidious,0.625,0,0,checked,
unoriented,0.625,0,2,checked,
impressively,0,0.75,1,unchecked,1
measurably,0,0,2,unchecked,2
impractical,0.625,0,0,checked,
offside,0,0,2,checked,
salinate,0,0,2,unchecked,2
inessential,0.75,0,0,checked,
nonsurgical,0.125,0,2,checked,
injudiciousness,0,0.875,0,checked,
unemotionality,0.5,0.25,2,checked,
occupied,0,0,2,unchecked,2
underbid,0,0,2,checked,
unintrusive,0.625,0,2,checked,
retractile,0,0,2,unchecked,2
demote,0,0,0,checked,
efficacious,0,0.5,1,unchecked,1
discipline,0,0,2,unchecked,2
appropriateness,0,0,2,unchecked,2
acceleration,0,0,2,unchecked,2
tearless,0,0,2,checked,
upgrade,0,0,2,unchecked,1
infield,0,0,2,unchecked,2
incomplete,0,0,0,checked,
pious,0,0.625,1,unchecked,1
nonlinguistic,0.75,0,2,checked,
stained,0,0,2,unchecked,2
intolerantly,0,0.5,0,checked,
nonruminant,0,0,2,checked,
righteously,0,0.375,1,unchecked,1
unchartered,0.125,0,2,checked,
leavened,0,0,2,unchecked,2
unperplexed,0.75,0,1,checked,
efficiency,0,0,2,unchecked,2
melted,0,0,2,unchecked,2
satisfy,0,0,2,unchecked,1
gregarious,0,0,2,unchecked,2
powerlessness,0.375,0.125,0,checked,
convenience,0,0.375,1,unchecked,1
unwary,0.625,0.125,0,checked,
estrous,0.25,0,2,unchecked,2
unhappiness,0.75,0,0,checked,
neighborliness,0,0.5,1,unchecked,1
dehumidify,0,0,2,checked,
disarranged,0,0,0,checked,
pressurize,0,0,2,unchecked,2
undiscerning,0,0,0,checked,
tucked,0,0,2,unchecked,2
typical,0,0.125,2,unchecked,2
hydrous,0,0,2,unchecked,2
uncover,0,0,2,checked,
unaffected,0.125,0.125,2,checked,
unvariedness,0.5,0.125,2,checked,
interference,0,0,2,unchecked,2
drinkable,0,0.75,1,unchecked,1
unmown,0.5,0,2,checked,
unmarked,0.625,0,2,checked,
inelastic,0.125,0,2,checked,
discourage,0,0,0,checked,
unsteadily,0.125,0,0,checked,
equity,0,0,2,unchecked,2
noncompetitively,0,0.25,2,checked,
prudence,0,0.25,2,unchecked,2
furnished,0,0,2,unchecked,2
centralized,0,0,2,unchecked,2
unedifying,0,0,0,checked,
innocuous,0.75,0,2,checked,
calculable,0,0.5,1,unchecked,2
sheared,0,0,2,unchecked,2
motivated,0,0,2,unchecked,2
modulated,0,0,2,unchecked,2
drained,0,0,2,unchecked,2
religious,0,0,2,unchecked,2
expendable,0,0.75,1,unchecked,2
disorient,0,0,0,checked,
dissatisfaction,0.5,0.125,0,checked,
reality,0,0,2,unchecked,2
undocumented,0,0,2,checked,
incredibly,0.5,0,1,checked,
profitably,0,0.125,2,unchecked,1
unbanded,0.75,0,2,checked,
